index,coordinates,type,owner,troops,distance,resources,tribe,alliance,village,population
tile_74_11,"(74, 11)",Wilderness,nature,,,,,,,
tile_74_12,"(74, 12)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_74_13,"(74, 13)",village,UMC,,11.2,,Romans,R.E 4,,680.0
tile_74_14,"(74, 14)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_74_15,"(74, 15)",village,Kukie_V,,11.7,,Gauls,,,19.0
tile_74_16,"(74, 16)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_74_17,"(74, 17)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_74_18,"(74, 18)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_74_19,"(74, 19)",Wilderness,nature,,,,,,,
tile_74_20,"(74, 20)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_74_21,"(74, 21)",village,willy,,14.9,,Gauls,,,14.0
tile_74_22,"(74, 22)",Wilderness,nature,,,,,,,
tile_74_23,"(74, 23)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_74_24,"(74, 24)",Wilderness,nature,,,,,,,
tile_74_25,"(74, 25)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_74_26,"(74, 26)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_74_27,"(74, 27)",Wilderness,nature,,,,,,,
tile_74_28,"(74, 28)",Occupied oasis,sonik,,20.2,"Clay,Crop",Romans,HNTR1,[ 1 ],
tile_74_29,"(74, 29)",Wilderness,nature,,,,,,,
tile_74_30,"(74, 30)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_74_31,"(74, 31)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_74_32,"(74, 32)",Bravo,Aivina,,23.7,,Gauls,TCC,,517.0
tile_74_33,"(74, 33)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_74_34,"(74, 34)",Wilderness,nature,,,,,,,
tile_74_35,"(74, 35)",Wilderness,nature,,,,,,,
tile_74_36,"(74, 36)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_74_37,"(74, 37)",village,Downey,,28.2,,Egyptians,TCC,,460.0
tile_74_38,"(74, 38)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_74_39,"(74, 39)",Wilderness,nature,,,,,,,
tile_74_40,"(74, 40)",Wilderness,nature,,,,,,,
tile_74_41,"(74, 41)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_74_42,"(74, 42)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_74_43,"(74, 43)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_74_44,"(74, 44)",Boxer,Whisky,,34.8,,Huns,TCC,,556.0
tile_74_45,"(74, 45)",Eva,Whisky,,35.7,,Huns,TCC,,306.0
tile_74_46,"(74, 46)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_74_47,"(74, 47)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_75_-52,"(75, -52)",Natars,Natars,,64.1,,Natars,,,370.0
tile_75_-51,"(75, -51)",Unknown,Cypmad,,63.2,,Romans,SE,,435.0
tile_75_-50,"(75, -50)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_75_-49,"(75, -49)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_75_-48,"(75, -48)",village,YoY,,60.2,,Gauls,,,19.0
tile_75_-47,"(75, -47)",Wilderness,nature,,,,,,,
tile_75_-46,"(75, -46)",Wilderness,nature,,,,,,,
tile_75_-45,"(75, -45)",Unoccupied oasis,nature,"[{'unit': 'Rat', 'count': 2}, {'unit': 'Spider', 'count': 1}, {'unit': 'Bat', 'count': 1}]",57.3,Iron,,,,
tile_75_-44,"(75, -44)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_75_-43,"(75, -43)",Unoccupied oasis,nature,"[{'unit': 'Wild Boar', 'count': 8}, {'unit': 'Wolf', 'count': 10}, {'unit': 'Bear', 'count': 5}]",55.3,"Lumber,Crop",,,,
tile_75_-42,"(75, -42)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_75_-41,"(75, -41)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_75_-40,"(75, -40)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_75_-39,"(75, -39)",Aldea de Romo,Romo,,51.4,,Egyptians,,,20.0
tile_75_-38,"(75, -38)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_75_-37,"(75, -37)",Wilderness,nature,,,,,,,
tile_75_-36,"(75, -36)",village,Tiarna,,48.5,,Gauls,,,96.0
tile_75_-35,"(75, -35)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_75_-34,"(75, -34)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_75_-33,"(75, -33)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_75_-32,"(75, -32)",Unoccupied oasis,nature,"[{'unit': 'Wild Boar', 'count': 4}, {'unit': 'Wolf', 'count': 4}, {'unit': 'Bear', 'count': 5}]",44.6,Lumber,,,,
tile_75_-31,"(75, -31)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_75_-30,"(75, -30)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_75_-29,"(75, -29)",Wilderness,nature,,,,,,,
tile_75_-28,"(75, -28)",Unoccupied oasis,nature,"[{'unit': 'Rat', 'count': 7}, {'unit': 'Snake', 'count': 7}, {'unit': 'Bear', 'count': 2}, {'unit': 'Tiger', 'count': 2}]",40.8,Crop,,,,
tile_75_-27,"(75, -27)",Wilderness,nature,,,,,,,
tile_75_-26,"(75, -26)",Wilderness,nature,,,,,,,
tile_75_-25,"(75, -25)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_75_-24,"(75, -24)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_75_-23,"(75, -23)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_75_-22,"(75, -22)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_75_-21,"(75, -21)",Unoccupied oasis,nature,"[{'unit': 'Rat', 'count': 8}, {'unit': 'Spider', 'count': 15}, {'unit': 'Wild Boar', 'count': 6}]",34.2,Clay,,,,
tile_75_-20,"(75, -20)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_75_-19,"(75, -19)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_75_-18,"(75, -18)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_75_-17,"(75, -17)",Wilderness,nature,,,,,,,
tile_75_-16,"(75, -16)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_75_-15,"(75, -15)",Unoccupied oasis,nature,,28.6,Lumber,,,,
tile_75_-14,"(75, -14)",I,bigdog,,27.7,,Gauls,W,,358.0
tile_75_-13,"(75, -13)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_75_-12,"(75, -12)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_75_-11,"(75, -11)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_75_-10,"(75, -10)",Wilderness,nature,,,,,,,
tile_75_-9,"(75, -9)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_75_-8,"(75, -8)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_75_-7,"(75, -7)",I,bigdog,,21.6,,Gauls,W,,67.0
tile_75_-6,"(75, -6)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_75_-5,"(75, -5)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_75_-4,"(75, -4)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_75_-3,"(75, -3)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_75_-2,"(75, -2)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_75_-1,"(75, -1)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_75_0,"(75, 0)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_75_1,"(75, 1)",Wilderness,nature,,,,,,,
tile_75_2,"(75, 2)",Wilderness,nature,,,,,,,
tile_75_3,"(75, 3)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_75_4,"(75, 4)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_75_5,"(75, 5)",ÖmerFK Köyü,ÖmerFK,,13.4,,Gauls,,,74.0
tile_75_6,"(75, 6)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_75_7,"(75, 7)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_75_8,"(75, 8)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_75_9,"(75, 9)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_75_10,"(75, 10)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_75_11,"(75, 11)",Unoccupied oasis,nature,,12.0,Iron,,,,
tile_75_12,"(75, 12)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_75_13,"(75, 13)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_75_14,"(75, 14)",Wilderness,nature,,,,,,,
tile_75_15,"(75, 15)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_75_16,"(75, 16)",Occupied oasis,Radim,,13.0,Lumber,Gauls,Bnd,Radim,
tile_75_17,"(75, 17)",Radim,Radim,,13.4,,Gauls,Bnd,,632.0
tile_75_18,"(75, 18)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_75_19,"(75, 19)",Wilderness,nature,,,,,,,
tile_75_20,"(75, 20)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_75_21,"(75, 21)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_75_22,"(75, 22)",Unoccupied oasis,nature,"[{'unit': 'Wild Boar', 'count': 10}]",16.3,Lumber,,,,
tile_75_23,"(75, 23)",Wilderness,nature,,,,,,,
tile_75_24,"(75, 24)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_75_25,"(75, 25)",Occupied oasis,SemWar,,18.4,"Lumber,Crop",Egyptians,BRIX,01,
tile_75_26,"(75, 26)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_75_27,"(75, 27)",Wilderness,nature,,,,,,,
tile_75_28,"(75, 28)",Occupied oasis,Achilles,,20.8,Crop,Teutons,TCC,A1,
tile_75_29,"(75, 29)",village,Viacheslav,,21.6,,Gauls,,,10.0
tile_75_30,"(75, 30)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_75_31,"(75, 31)",Delta,Aivina,,23.3,,Gauls,TCC,,137.0
tile_75_32,"(75, 32)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_75_33,"(75, 33)",Egipt,pepsi,,25.1,,Egyptians,BRIX,,608.0
tile_75_34,"(75, 34)",Occupied oasis,Aivina,,25.9,Crop,Gauls,TCC,Bravo,
tile_75_35,"(75, 35)",Occupied oasis,Downey,,26.8,Crop,Egyptians,TCC,New village,
tile_75_36,"(75, 36)",Wilderness,nature,,,,,,,
tile_75_37,"(75, 37)",Unoccupied oasis,nature,,28.6,Crop,,,,
tile_75_38,"(75, 38)",village,Downey,,29.5,,Egyptians,TCC,,139.0
tile_75_39,"(75, 39)",Wilderness,nature,,,,,,,
tile_75_40,"(75, 40)",Unoccupied oasis,nature,,31.4,Iron,,,,
tile_75_41,"(75, 41)",Wilderness,nature,,,,,,,
tile_75_42,"(75, 42)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_75_43,"(75, 43)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_75_44,"(75, 44)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_75_45,"(75, 45)",Captown,redeemer,,36.1,,Romans,,,275.0
tile_75_46,"(75, 46)",Unoccupied oasis,nature,"[{'unit': 'Wild Boar', 'count': 4}, {'unit': 'Wolf', 'count': 3}, {'unit': 'Bear', 'count': 3}]",37.0,Lumber,,,,
tile_75_47,"(75, 47)",Wilderness,nature,,,,,,,
tile_76_-52,"(76, -52)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_76_-51,"(76, -51)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_76_-50,"(76, -50)",village,Ossi,,62.4,,Egyptians,A2,,529.0
tile_76_-49,"(76, -49)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_76_-48,"(76, -48)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_76_-47,"(76, -47)",Wilderness,nature,,,,,,,
tile_76_-46,"(76, -46)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_76_-45,"(76, -45)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_76_-44,"(76, -44)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_76_-43,"(76, -43)",Vesnice: Laraxcz,Laraxcz,,55.5,,Romans,,,17.0
tile_76_-42,"(76, -42)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_76_-41,"(76, -41)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_76_-40,"(76, -40)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_76_-39,"(76, -39)",Wilderness,nature,,,,,,,
tile_76_-38,"(76, -38)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_76_-37,"(76, -37)",Tadinis,Tadinis120,,49.7,,Romans,,,87.0
tile_76_-36,"(76, -36)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_76_-35,"(76, -35)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_76_-34,"(76, -34)",village,FierceArrow,,46.8,,Gauls,,,13.0
tile_76_-33,"(76, -33)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_76_-32,"(76, -32)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_76_-31,"(76, -31)",Unoccupied oasis,nature,"[{'unit': 'Wolf', 'count': 1}, {'unit': 'Bear', 'count': 1}]",44.0,Lumber,,,,
tile_76_-30,"(76, -30)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_76_-29,"(76, -29)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_76_-28,"(76, -28)",Unoccupied oasis,nature,"[{'unit': 'Snake', 'count': 1}]",41.1,Crop,,,,
tile_76_-27,"(76, -27)",Occupied oasis,NOEN,,40.2,Crop,Romans,HNTR1,KOZAN,
tile_76_-26,"(76, -26)",Wilderness,nature,,,,,,,
tile_76_-25,"(76, -25)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_76_-24,"(76, -24)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_76_-23,"(76, -23)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_76_-22,"(76, -22)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_76_-21,"(76, -21)",Unoccupied oasis,nature,"[{'unit': 'Wild Boar', 'count': 2}, {'unit': 'Wolf', 'count': 2}, {'unit': 'Bear', 'count': 1}]",34.5,Lumber,,,,
tile_76_-20,"(76, -20)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_76_-19,"(76, -19)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_76_-18,"(76, -18)",Wilderness,nature,,,,,,,
tile_76_-17,"(76, -17)",adaletli_insan Köyü,adaletli_insan,,30.9,,Teutons,HNTR1,,290.0
tile_76_-16,"(76, -16)",Wilderness,nature,,,,,,,
tile_76_-15,"(76, -15)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_76_-14,"(76, -14)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_76_-13,"(76, -13)",Wilderness,nature,,,,,,,
tile_76_-12,"(76, -12)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_76_-11,"(76, -11)",Occupied oasis,Tirith,,25.6,"Lumber,Crop",Romans,SE,[01]City of Chaos,
tile_76_-10,"(76, -10)",Village de yierobis,yierobis,,24.7,,Egyptians,,,185.0
tile_76_-9,"(76, -9)",Unoccupied oasis,nature,"[{'unit': 'Wild Boar', 'count': 4}, {'unit': 'Wolf', 'count': 5}, {'unit': 'Bear', 'count': 3}]",23.9,Lumber,,,,
tile_76_-8,"(76, -8)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_76_-7,"(76, -7)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_76_-6,"(76, -6)",Wilderness,nature,,,,,,,
tile_76_-5,"(76, -5)",Unoccupied oasis,nature,"[{'unit': 'Rat', 'count': 1}]",20.6,Iron,,,,
tile_76_-4,"(76, -4)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_76_-3,"(76, -3)",Wilderness,nature,,,,,,,
tile_76_-2,"(76, -2)",Wilderness,nature,,,,,,,
tile_76_-1,"(76, -1)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_76_0,"(76, 0)",Unknown,ZXZ,,17.0,,Teutons,HNTR1,,294.0
tile_76_1,"(76, 1)",R,R3z0lutioN,,16.4,,Huns,,,17.0
tile_76_2,"(76, 2)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_76_3,"(76, 3)",Wilderness,nature,,,,,,,
tile_76_4,"(76, 4)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_76_5,"(76, 5)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_76_6,"(76, 6)",Natars,Natars,,13.9,,Natars,,,60.0
tile_76_7,"(76, 7)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_76_8,"(76, 8)",Wilderness,nature,,,,,,,
tile_76_9,"(76, 9)",village,annavare,,13.2,,Huns,,,27.0
tile_76_10,"(76, 10)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_76_11,"(76, 11)",Unknown,المرجان,,13.0,,Romans,,,41.0
tile_76_12,"(76, 12)",Wilderness,nature,,,,,,,
tile_76_13,"(76, 13)",Unoccupied oasis,nature,,13.2,Iron,,,,
tile_76_14,"(76, 14)",CROW,ANATOLY,,13.3,,Gauls,HNTR1,,394.0
tile_76_15,"(76, 15)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_76_16,"(76, 16)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_76_17,"(76, 17)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_76_18,"(76, 18)",Natars,Natars,,14.8,,Natars,,,100.0
tile_76_19,"(76, 19)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_76_20,"(76, 20)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_76_21,"(76, 21)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_76_22,"(76, 22)",Village de mourad,mourad1952,,17.0,,Romans,,,119.0
tile_76_23,"(76, 23)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_76_24,"(76, 24)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_76_25,"(76, 25)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_76_26,"(76, 26)",[,sonik,,19.8,,Romans,HNTR1,,494.0
tile_76_27,"(76, 27)",Unoccupied oasis,nature,"[{'unit': 'Wild Boar', 'count': 8}, {'unit': 'Wolf', 'count': 8}, {'unit': 'Bear', 'count': 6}]",20.6,Lumber,,,,
tile_76_28,"(76, 28)",yoha`s,DirtySnake yoha,,21.4,,Gauls,R.E 4,,450.0
tile_76_29,"(76, 29)",A,Achilles,,22.2,,Teutons,TCC,,349.0
tile_76_30,"(76, 30)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_76_31,"(76, 31)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_76_32,"(76, 32)",Charlie,Aivina,,24.7,,Gauls,TCC,,350.0
tile_76_33,"(76, 33)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_76_34,"(76, 34)",Occupied oasis,pepsi,,26.4,Crop,Egyptians,BRIX,Egipt,
tile_76_35,"(76, 35)",Wilderness,nature,,,,,,,
tile_76_36,"(76, 36)",Wilderness,nature,,,,,,,
tile_76_37,"(76, 37)",Wilderness,nature,,,,,,,
tile_76_38,"(76, 38)",Unoccupied oasis,nature,,30.0,Clay,,,,
tile_76_39,"(76, 39)",Wilderness,nature,,,,,,,
tile_76_40,"(76, 40)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_76_41,"(76, 41)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_76_42,"(76, 42)",eng.hj,eng.hj5,,33.6,,Egyptians,,,11.0
tile_76_43,"(76, 43)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_76_44,"(76, 44)",Wilderness,nature,,,,,,,
tile_76_45,"(76, 45)",Unoccupied oasis,nature,,36.4,Iron,,,,
tile_76_46,"(76, 46)",Unoccupied oasis,nature,,37.3,"Iron,Crop",,,,
tile_76_47,"(76, 47)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_77_-52,"(77, -52)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_77_-51,"(77, -51)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_77_-50,"(77, -50)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_77_-49,"(77, -49)",village,MHCffQHhkn,,61.6,,Romans,,,56.0
tile_77_-48,"(77, -48)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_77_-47,"(77, -47)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_77_-46,"(77, -46)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_77_-45,"(77, -45)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_77_-44,"(77, -44)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_77_-43,"(77, -43)",Wilderness,nature,,,,,,,
tile_77_-42,"(77, -42)",Occupied oasis,ClovisMao,,54.8,"Iron,Crop",Romans,W,MATRINXÃ,
tile_77_-41,"(77, -41)",Zzz,Mikks,,53.9,,Gauls,W,,414.0
tile_77_-40,"(77, -40)",Wilderness,nature,,,,,,,
tile_77_-39,"(77, -39)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_77_-38,"(77, -38)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_77_-37,"(77, -37)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_77_-36,"(77, -36)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_77_-35,"(77, -35)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_77_-34,"(77, -34)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_77_-33,"(77, -33)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_77_-32,"(77, -32)",Wilderness,nature,,,,,,,
tile_77_-31,"(77, -31)",Unoccupied oasis,nature,,44.3,Clay,,,,
tile_77_-30,"(77, -30)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_77_-29,"(77, -29)",Unoccupied oasis,nature,"[{'unit': 'Rat', 'count': 2}, {'unit': 'Spider', 'count': 3}, {'unit': 'Bat', 'count': 6}]",42.4,"Iron,Crop",,,,
tile_77_-28,"(77, -28)",Wilderness,nature,,,,,,,
tile_77_-27,"(77, -27)",Wilderness,nature,,,,,,,
tile_77_-26,"(77, -26)",Unoccupied oasis,nature,"[{'unit': 'Rat', 'count': 1}, {'unit': 'Spider', 'count': 6}, {'unit': 'Bat', 'count': 6}]",39.6,Iron,,,,
tile_77_-25,"(77, -25)",Unoccupied oasis,nature,"[{'unit': 'Rat', 'count': 28}, {'unit': 'Spider', 'count': 12}, {'unit': 'Bat', 'count': 15}]",38.6,Iron,,,,
tile_77_-24,"(77, -24)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_77_-23,"(77, -23)",TREBOSTOVO,devix_gadžo,,36.8,,Egyptians,,,26.0
tile_77_-22,"(77, -22)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_77_-21,"(77, -21)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_77_-20,"(77, -20)",Wilderness,nature,,,,,,,
tile_77_-19,"(77, -19)",Unoccupied oasis,nature,,33.1,Clay,,,,
tile_77_-18,"(77, -18)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_77_-17,"(77, -17)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_77_-16,"(77, -16)",Wilderness,nature,,,,,,,
tile_77_-15,"(77, -15)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_77_-14,"(77, -14)",Wilderness,nature,,,,,,,
tile_77_-13,"(77, -13)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_77_-12,"(77, -12)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_77_-11,"(77, -11)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_77_-10,"(77, -10)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_77_-9,"(77, -9)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_77_-8,"(77, -8)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_77_-7,"(77, -7)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_77_-6,"(77, -6)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_77_-5,"(77, -5)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_77_-4,"(77, -4)",Unoccupied oasis,nature,"[{'unit': 'Spider', 'count': 5}, {'unit': 'Wild Boar', 'count': 9}]",20.5,Clay,,,,
tile_77_-3,"(77, -3)",Wilderness,nature,,,,,,,
